Lattitude,Longitude,Depth,Month,Year,mag(dec),Magnitude
-41.52,80.42,10,8,1996,8.4,8
5.37,82.64,10,8,1996,2.6,3
-9.47,155.32,33,8,1996,5.2,5
-7.12,123.28,595.7,8,1996,0.6,1
-9.52,155.36,33,8,1996,9.6,10
-4.09,104.37,10,8,1996,9.4,9
-3.92,104.14,10,8,1996,9.2,9
-1.08,78.67,50.7,8,1996,2.3,2
13.51,91.28,33,8,1996,3.6,4
-22.57,179.79,574.9,8,1996,5.5,6
-36.88,78.49,10,8,1996,4,4
-6.93,12.72,10,8,1996,1,1
-10.64,161.35,32.6,8,1996,4.6,5
-59.99,149.94,10,8,1996,7.6,8
9.38,84.31,33,8,1996,2.2,2
1.07,29.09,10,8,1996,0.8,1
52.32,151.49,580.2,8,1996,2.1,2
-14.93,167.33,125.8,8,1996,7.8,8
51.49,178.22,43.7,8,1996,9.7,10
-11.81,166.62,187.2,9,1996,9.3,9
12.32,143.81,33,9,1996,0.6,1
-7.17,155.67,33,9,1996,7.7,8
36.98,2.88,10,9,1996,9.3,9
31.56,139.93,33,9,1996,0.5,1
9.37,84.27,32.5,9,1996,7.1,7
-22.12,113.44,10,9,1996,0.8,1
-22.05,113.1,10,9,1996,6.5,7
-22.06,113.08,10,9,1996,2.5,3
0.36,120.45,33,9,1996,2.7,3
42.8,17.94,10,9,1996,4.8,5
21.9,121.5,20,9,1996,4.1,4
-7.27,155.82,33,9,1996,9.6,10
-7.31,155.89,33,9,1996,5.2,5
40.4,126.41,10,9,1996,0.5,1
-7.36,155.83,33,9,1996,1.3,1
-7.18,155.68,10,9,1996,3.5,4
-32.65,178.53,33,9,1996,2.7,3
-15.57,73.05,98.2,9,1996,2.4,2
2.86,127.25,33,9,1996,4.2,4
-19.72,179.1,600,9,1996,9,9
-31.9,71.56,39,9,1996,0.3,0
-35.4,104.64,10,9,1996,5.8,6
30.43,130.73,33,9,1996,4.4,4
1.03,120.1,33,9,1996,4.2,4
35.54,140.94,55,9,1996,6.2,6
-10.56,165.92,156.8,9,1996,0.6,1
-0.01,122.8,181,9,1996,8.5,9
36.05,70.71,119.5,9,1996,7.2,7
-10.88,165.99,72.7,9,1996,8.4,8
-6.49,154.8,50.3,9,1996,2.9,3
-3.42,146.35,33,9,1996,9.2,9
42.87,17.82,10,9,1996,1.6,2
0.91,26.37,10,9,1996,6.5,7
43.65,147.21,33,9,1996,7.7,8
32.5,141.42,33,9,1996,2.9,3
-19.75,168.69,31.8,9,1996,8.3,8
9.55,126.26,33,9,1996,4.9,5
11.44,85.47,192.6,9,1996,5.6,6
-25.36,179.79,484.7,9,1996,6.4,6
9.6,126.29,33,9,1996,8.8,9
9.46,126.28,33,9,1996,0.3,0
9.45,126.33,33,9,1996,6.6,7
9.45,126.54,33,9,1996,9.9,10
-53.08,9.7,10,9,1996,9.5,10
9.57,126.64,33,9,1996,9.9,10
9.55,126.53,33,9,1996,1.3,1
-6.16,146.17,10,9,1996,4,4
-19,67.53,224.3,9,1996,3.4,3
9.36,126.59,33,9,1996,7.3,7
24.94,123.48,25.1,9,1996,7.2,7
15.19,61.44,146.7,9,1996,8.2,8
27.22,100.37,33,9,1996,4.3,4
9.69,126.41,33,9,1996,7.3,7
-9.3,108.73,33,9,1996,0.9,1
11.68,86.47,33,9,1996,5.1,5
10.04,125.37,234.8,9,1996,9.8,10
64.78,17.57,10,9,1996,0.3,0
54.05,160.01,101.9,9,1996,5.4,5
45.53,151.83,33,9,1996,0.7,1
45.54,151.81,33,9,1996,6,6
12.43,58.07,10,10,1996,5.3,5
26.48,110.86,10,10,1996,7.6,8
-12.68,76.81,61.9,10,1996,8.8,9
11.76,125.48,33,10,1996,7.8,8
45.13,151.17,33,10,1996,3.4,3
1.02,120.41,33,10,1996,8.1,8
16.8,86.07,10,10,1996,7,7
-43.42,39.18,10,10,1996,2,2
13.23,44.97,10,10,1996,5.6,6
49.05,127.88,10,10,1996,0.9,1
-22.11,179.58,606.4,10,1996,9.6,10
-45.78,96.03,10,10,1996,4.4,4
52.87,152.53,627.1,10,1996,4.8,5
49.74,129.61,10,10,1996,9.6,10
34.56,32.13,33,10,1996,1,1
34.59,32.21,33,10,1996,5.5,6
34.56,32.21,33,10,1996,1.5,2
3.45,97.94,33,10,1996,5.6,6
-7.25,155.47,33,10,1996,4.5,5
-7.28,155.39,33,10,1996,7.9,8
-7.23,155.35,33,10,1996,6.8,7
-7.23,155.49,33,10,1996,1.3,1
-7.13,155.57,24,10,1996,9.8,10
43.71,147.11,33,10,1996,4.5,5
60.11,152.95,117.1,10,1996,1.5,2
5.7,125.95,116.8,10,1996,2.8,3
-7.08,155.42,33,10,1996,6,6
30.57,131.09,10,10,1996,4.9,5
0.39,126.22,44,10,1996,1.7,2
33.69,137.4,337.5,10,1996,8.2,8
-62.14,165.01,10,10,1996,3.5,4
31.84,131.8,33,10,1996,7.5,8
31.96,131.62,33,10,1996,5.3,5
31.89,131.47,22,10,1996,9.8,10
-20.41,178.51,590.8,10,1996,4.1,4
31.73,131.59,33,10,1996,4.1,4
-19.23,177.35,500,10,1996,9,9
-50.26,115.86,10,10,1996,6.1,6
63.35,145.36,3.9,10,1996,1.2,1
9.95,126.2,33,10,1996,3.9,4
44.65,149.46,33,10,1996,5.4,5
66.99,173.23,19.9,10,1996,4.7,5
-17.38,69.99,116.2,10,1996,10,10
-24.59,176.17,33,10,1996,0.9,1
-24.59,176.12,33,10,1996,7.2,7
9.9,126.39,33,10,1996,0.6,1
9.85,126.4,33,10,1996,8.9,9
-1.3,149.53,33,11,1996,4.7,5
-1.34,149.48,33,11,1996,8,8
9.86,126.32,33,11,1996,1.3,1
-7.56,117.3,301.8,11,1996,4.9,5
9.83,126.4,33,11,1996,7.8,8
9.73,126.41,33,11,1996,4,4
9.72,126.42,33,11,1996,9.1,9
9.82,126.25,33,11,1996,8.7,9
7.31,77.39,14,11,1996,5.6,6
43.52,127.36,10,11,1996,6.3,6
-31.16,180,369.4,11,1996,8.4,8
9.76,126.36,33,11,1996,2.3,2
9.86,126.62,33,11,1996,3.2,3
28,143.54,9,11,1996,6,6
-16.08,177.72,33,11,1996,5.5,6
9.79,126.34,33,11,1996,1.4,1
9.93,126.31,33,11,1996,3.5,4
-22.26,179.22,552.8,11,1996,6.2,6
-34.55,179.38,84.2,11,1996,7.4,7
9.94,126.19,33,11,1996,9.6,10
31.61,123.29,33,11,1996,1.1,1
9.96,126.32,33,11,1996,4.3,4
-32.54,179.05,33,11,1996,0.2,0
19.33,95.01,80,11,1996,8.7,9
-14.99,75.68,33,11,1996,0.9,1
-14.94,75.61,33,11,1996,7.4,7
-14.93,75.56,33,11,1996,3.5,4
-14.84,75.69,33,11,1996,4.1,4
-15.47,75.41,33,11,1996,2.5,3
-15.45,75.51,33,11,1996,0.5,1
-11.38,166.46,109.2,11,1996,8.8,9
-25.86,13.84,10,11,1996,5.8,6
-14.8,75.75,33,11,1996,6.3,6
-15.32,75.47,33,11,1996,3.8,4
-21.24,176.62,191.6,11,1996,9.8,10
-14.78,75.48,33,11,1996,1.5,2
-14.95,176.34,33,11,1996,4.7,5
10.34,127.43,33,11,1996,1,1
-15.1,176.3,33,11,1996,3.1,3
-15.33,176.19,33,11,1996,2.6,3
-15.38,176.22,33,11,1996,9.1,9
11.08,86.05,33,11,1996,0.8,1
-22.2,179.7,591.6,11,1996,1.6,2
35.35,78.13,33,11,1996,0.5,1
34.35,141.13,33,11,1996,2.1,2
16.35,120.53,33,11,1996,7.6,8
39.6,96.68,33,11,1996,7.8,8
10.3,127.44,33,11,1996,1.8,2
6.66,126.46,52.7,11,1996,8,8
-3.3,146.63,38.8,11,1996,8.8,9
-3.24,146.87,10,11,1996,7,7
-3.09,139.66,54.5,11,1996,6.2,6
34.56,140.12,66.6,11,1996,3.2,3
-1.22,24.17,10,11,1996,8.4,8
-18.41,177.77,600,11,1996,7.5,8
-30.52,179.68,355.8,12,1996,1.2,1
-13.98,170.31,600,12,1996,8.7,9
31.79,131.31,49.2,12,1996,1.6,2
-18.35,172.28,32.7,12,1996,8,8
37.49,139.48,138.9,12,1996,5.2,5
-15.6,167.34,33,12,1996,0.6,1
14.54,92.2,90.5,12,1996,1.7,2
-0.27,125.2,33,12,1996,4.1,4
-16.79,177.56,33,12,1996,4.5,5
56.74,151.78,33,12,1996,2.4,2
-7.94,107.49,50.9,12,1996,8.5,9
29.85,42.86,10,12,1996,1.9,2
0.87,30.04,10,12,1996,4.2,4
12.51,88.93,33,12,1996,2.4,2
-0.07,125.14,10,12,1996,7,7
-4.74,103.2,63.4,12,1996,0.9,1
-16.41,171.61,33,12,1996,9.2,9
-6.23,104.1,69.3,12,1996,2.3,2
10.12,126.16,33,12,1996,9.9,10
12.73,88.79,33,12,1996,7.7,8
3.78,32,10,12,1996,4.3,4
-0.24,80.73,33,12,1996,7.5,8
-11.09,165.32,33,12,1996,4.8,5
12.47,88.92,33,12,1996,0.8,1
-25.12,70.68,32.5,12,1996,5.3,5
13.05,89.96,33,12,1996,2.1,2
36.03,139.77,44.8,12,1996,6.1,6
43.21,138.92,226.5,12,1996,1.4,1
-22.68,175.32,10,12,1996,3.1,3
34.29,38.71,29.2,12,1996,9.3,9
-60.45,19.94,10,12,1996,8.5,9
-5.36,151.36,107.1,12,1996,7,7
-2.24,138.94,33,12,1996,7.3,7
-16.07,178.14,33,12,1996,0.7,1
-2.18,138.96,33,12,1996,3,3
-6.88,131.07,31.4,12,1996,0.6,1
-3.99,128.11,33,12,1996,0.8,1
-6.9,155.3,33,12,1996,8.1,8
15.83,92.97,99.5,12,1996,3.3,3
-0.13,123.82,115.4,1,1997,7.6,8
-19.22,174.84,140.3,1,1997,5.5,6
29.85,80.53,33,1,1997,8.5,9
34.46,37.28,10,1,1997,3.7,4
41.03,74.28,22.2,1,1997,2.9,3
31.63,131.54,52.2,1,1997,4.5,5
18.22,102.76,33,1,1997,4.7,5
34.31,32.33,33,1,1997,5.1,5
16.91,147.07,33,1,1997,4.6,5
18.1,102.68,28.3,1,1997,1,1
-8.9,123.54,110.7,1,1997,8.1,8
28.81,129.95,33,1,1997,9.9,10
-47.42,13.45,10,1,1997,1,1
-5.03,108.4,651.2,1,1997,1.5,2
19.98,121.42,33,1,1997,2.1,2
51.51,178.22,33,1,1997,5.5,6
39.47,77,33,1,1997,4.1,4
16.41,98.04,33,1,1997,7.6,8
40.27,124.38,23.01,1,1997,4.4,4
36.25,35.95,10,1,1997,5,5
-22,65.72,276.2,1,1997,0.5,1
-5.61,153.84,70.6,1,1997,4.6,5
-12.9,166.38,33,1,1997,6.8,7
-19.84,173.82,33,2,1997,5.1,5
37.56,57.3,10,2,1997,1.4,1
37.66,57.29,10,2,1997,8.2,8
-19.86,173.29,28,2,1997,4.4,4
-8.47,158.96,101.3,2,1997,0.7,1
35.69,95.82,10,2,1997,9.2,9
-14.49,76.28,33,2,1997,7.6,8
55.24,161.94,33,2,1997,0.8,1
-9.64,119.51,33,2,1997,1.4,1
52.06,171.34,33,2,1997,8,8
-7.78,117.41,274.4,2,1997,3.6,4
4.56,76.49,100.7,2,1997,1.1,1
37.4,141.07,84.1,2,1997,5.4,5
41.86,142.74,33,2,1997,1.4,1
43.83,149.17,33,2,1997,6.7,7
-21.97,179.59,611.9,2,1997,4.8,5
10.82,43.61,10,2,1997,2.9,3
-11.57,165.75,33,2,1997,2.2,2
-21.19,169.62,33,2,1997,9.8,10
-47.5,100.28,10,2,1997,5.2,5
-22.48,174.87,33,2,1997,8,8
29.98,68.21,33,2,1997,1.7,2
29.99,67.98,33,2,1997,8.3,8
43.92,147.88,33,2,1997,6.2,6
38.08,48.05,10,2,1997,1.8,2
39.42,76.84,22.4,3,1997,9,9
-6.48,156.41,48.4,3,1997,7.8,8
34.89,139.04,10,3,1997,9.4,9
-7.25,129.14,102.1,3,1997,5.8,6
29.42,68.79,33,3,1997,7.8,8
-13.38,166.45,33,3,1997,2.2,2
-22.38,175.9,33,3,1997,1.5,2
-29.82,71.15,33,3,1997,0.5,1
11.7,43.55,10,3,1997,2.2,2
-29.68,71.14,33,3,1997,4.2,4
-21.13,178.86,552.6,3,1997,0.2,0
-31.08,177.73,10,3,1997,3,3
8.13,126.35,88.4,3,1997,0.2,0
7.74,127.65,10,3,1997,5,5
-36.47,97.67,10,3,1997,6.6,7
-59.85,149.9,10,3,1997,5.8,6
-1.45,145.45,33,3,1997,2.2,2
34.85,137.45,36.2,3,1997,7.4,7
19.01,62.84,33,3,1997,7.8,8
-6.61,105.51,33,3,1997,5,5
-16.61,173.9,98.9,3,1997,0,0
30.14,68.02,33,3,1997,8.7,9
-31.16,179.62,448.7,3,1997,7.5,8
-7.62,157.79,34.5,3,1997,6.4,6
-0.97,137.07,10,3,1997,1.7,2
-19.17,168.74,33,3,1997,6,6
30.98,41.54,10,3,1997,2.1,2
0.83,125.88,33,3,1997,1.6,2
-33.48,70.55,84,3,1997,0.6,1
-4.52,105.27,10,3,1997,6.7,7
-9.06,71.3,602.6,3,1997,6.3,6
51.28,179.53,33,3,1997,6.3,6
31.92,130.43,10,3,1997,7.9,8
2.8,128.24,126.7,3,1997,2.3,2
51.23,179.34,33,3,1997,3.4,3
-16.25,173.34,33,3,1997,5.3,5
51.37,178.09,33,3,1997,7.3,7
-23.31,170.87,33,3,1997,4.3,4
7.77,82.4,33,4,1997,2.3,2
-18.3,69.53,113.8,4,1997,2,2
-18.35,69.35,115.6,4,1997,6.3,6
11.41,60.94,45,4,1997,8,8
51.82,173.72,33,4,1997,3.8,4
31.82,130.09,10,4,1997,6.8,7
-6.49,147.41,69.1,4,1997,6.6,7
28.73,128.54,33,4,1997,8.8,9
39.51,76.87,33,4,1997,9.3,9
39.54,77,33,4,1997,6.1,6
11.43,86.61,33,4,1997,0.9,1
0.34,125.3,60.4,4,1997,9.8,10
-4.69,105.05,10,4,1997,9.9,10
52.06,171.41,45.9,4,1997,6.5,7
18.63,106.41,33,4,1997,9.7,10
11.05,60.79,5,4,1997,8.1,8
18.32,120.95,70.6,4,1997,1.4,1
26.09,128.52,33,4,1997,9,9
39.53,76.94,15,4,1997,8.4,8
26.12,128.5,33,4,1997,3.8,4
-28.17,178.37,183.6,4,1997,7,7
-10.67,164.21,33,4,1997,9.2,9
-18.37,71.26,33,4,1997,8.6,9
16.45,86.84,33,4,1997,6.1,6
39.63,76.99,23.3,4,1997,7.9,8
-41.07,91.41,10,4,1997,9.4,9
-63.88,158.8,10,4,1997,2,2
28.04,56.89,27.2,4,1997,0.6,1
-58.5,143.74,10,4,1997,0.4,0
78.45,125.82,10,4,1997,5.6,6
-34.04,69.98,104.6,4,1997,8.1,8
-0.15,124.07,50,4,1997,9.5,10
-12.58,166.68,33,4,1997,5.2,5
-12.88,166.46,33,4,1997,1.3,1
-13.5,166.54,33,4,1997,7.6,8
-13.41,166.34,33,4,1997,7.8,8
-13.6,166.83,33,4,1997,7,7
-13.67,166.46,33,4,1997,6.8,7
-13.54,166.43,33,4,1997,6.6,7
-7.38,125.72,432.3,4,1997,1.5,2
-13.16,166.52,33,4,1997,7,7
-3.37,102.14,107.5,4,1997,1.9,2
11.11,60.89,5,4,1997,5.7,6
11.03,60.96,5,4,1997,1.1,1
-13.22,166.45,33,4,1997,5.5,6
-14.13,166.78,33,4,1997,8.6,9
-13.6,166.39,33,4,1997,6,6
13.99,144.9,100.8,4,1997,4.3,4
46,153.07,33,4,1997,5.1,5
46.15,153.11,33,4,1997,5.6,6
-48.34,10.04,10,4,1997,8.7,9
-53.4,139.71,33,4,1997,7.2,7
-19.17,168.73,41.6,4,1997,4.9,5
-13.28,166.47,33,4,1997,5.8,6
-42.5,42.69,10,4,1997,9.6,10
-6.99,153.88,33,4,1997,1.1,1
18.99,107.35,33,5,1997,6.2,6
-27.21,176.51,33,5,1997,6.8,7
-31.79,179.38,108.3,5,1997,5.3,5
11.03,60.98,5,5,1997,3.9,4
14.91,119.89,33,5,1997,7.8,8
24.89,92.25,34.9,5,1997,5.5,6
-19.43,175.83,217.9,5,1997,0.5,1
51.72,170.8,33,5,1997,6.8,7
12.27,87.2,59.1,5,1997,4.1,4
-44.75,117.77,10,5,1997,4.9,5
13.2,144.7,29,5,1997,8,8
33.83,59.81,10,5,1997,1,1
-3.15,101.55,33,5,1997,0.1,0
-36.38,97.7,10,5,1997,8.9,9
37.09,140.91,48.8,5,1997,5.7,6
18.73,107.13,33,5,1997,0.4,0
10.18,121.66,33,5,1997,2.1,2
18.72,107.18,33,5,1997,3.7,4
31.82,130.28,33,5,1997,3,3
36.41,70.95,196,5,1997,6.4,6
14.46,89.78,274.2,5,1997,5.1,5
-16.96,173.52,33,5,1997,4.3,4
-21.63,169.88,33,5,1997,3.4,3
-21.65,169.89,33,5,1997,6.9,7
55.58,162.54,33,5,1997,9.1,9
-27.16,69.5,106.3,5,1997,4.9,5
-30.43,177.41,33,5,1997,5.3,5
6.5,82.37,10,5,1997,9.6,10
-59.71,150.49,10,5,1997,2.3,2
-15.29,173.56,33,5,1997,3.7,4
-20.44,169.29,57,5,1997,2.6,3
-18.9,175.95,33,5,1997,7.2,7
23.08,80.04,36,5,1997,4.8,5
18.68,101.6,70,5,1997,5.7,6
18.92,121.34,33.9,5,1997,6.7,7
34.37,137.48,10.9,5,1997,3.1,3
-22.89,70.55,36.2,5,1997,1.5,2
-32.12,179.79,332.7,5,1997,8.3,8
-54.93,136.17,10,5,1997,4.4,4
-15.21,173.33,14,5,1997,3.9,4
-15.4,173.06,33,5,1997,0.1,0
16.33,145.44,536.3,5,1997,9.9,10
-35.96,102.51,10,5,1997,4.6,5
-54.1,6.05,10,5,1997,0,0
26.98,129.54,33,6,1997,5,5
-3.39,148.28,33,6,1997,4.2,4
-53.55,140.12,10,6,1997,6.6,7
-57.78,25.47,33,6,1997,9.7,10
-56.61,147.83,10,6,1997,7.3,7
-57.58,157.67,10,6,1997,7.3,7
-21.33,171.54,33,6,1997,8,8
-35.82,108.14,10,6,1997,2.2,2
-23.97,177.51,164.1,6,1997,0.5,1
-17.81,178.84,572.7,6,1997,8.2,8
2.88,97.33,57.4,6,1997,7.9,8
-5.95,147.03,33,6,1997,8.4,8
-7.15,155.67,33,6,1997,2.2,2
51.35,179.33,33,6,1997,5.2,5
-27.74,64.75,28.2,6,1997,5,5
32.33,59.96,10,6,1997,9.4,9
-20.7,174.18,33,6,1997,1.3,1
-1.92,127.9,33,6,1997,0,0
-16.02,173.05,33,6,1997,8.1,8
34.4,131.6,10,6,1997,7.8,8
33.94,59.48,10,6,1997,6.2,6
4.87,82.61,10,6,1997,8.5,9
-49.69,114.57,10,6,1997,6.2,6
38.33,26.68,10,6,1997,7.3,7
19.36,155.07,8,6,1997,8,8
19.36,155.07,7.5,6,1997,9.5,10
-4.16,80.93,33,6,1997,3.8,4
-58.06,11.18,10,7,1997,5.1,5
-30.06,71.87,19,7,1997,2.7,3
16.16,87.92,33,7,1997,2.2,2
-30.16,71.86,33,7,1997,5.9,6
-6.06,147.45,64.2,7,1997,2.1,2
1.07,97.6,24.7,7,1997,3.1,3
1.07,97.6,28.5,7,1997,0.3,0
23.8,142.7,33,7,1997,5.6,6
51.37,178.58,33,7,1997,0.7,1
10.6,63.49,19.9,7,1997,8,8
-22.73,70.89,33,7,1997,2.1,2
-5.7,110.8,574.4,7,1997,8.4,8
43.25,146.38,33,7,1997,0.8,1
24.71,122.45,102.5,7,1997,0.5,1
-29.28,71.68,26.4,7,1997,7.4,7
16.33,98.22,33,7,1997,6.5,7
-22.96,169.86,33,7,1997,1.8,2
52.56,167.48,14.4,7,1997,3.8,4
-22.98,66.3,256.1,7,1997,4.1,4
-29.97,71.78,33,7,1997,9.7,10
-30.33,71.92,33,7,1997,1.2,1
-6.23,154.68,50.7,7,1997,1.5,2
-30.58,72.02,33,7,1997,6.9,7
-30.46,71.91,33,7,1997,8.1,8
-30.55,72.02,33,7,1997,6,6
-30.49,71.95,33,7,1997,3.4,3
-30.52,71.86,33,7,1997,8.5,9
35.58,21.06,33,7,1997,3.4,3
22.36,142.73,33,7,1997,4.7,5
1.54,90.97,10,7,1997,8.1,8
-6.64,130.92,58.6,7,1997,8.3,8
-42.79,16.12,10,8,1997,5,5
-15.16,175.27,33,8,1997,0.8,1
-15.21,175.43,33,8,1997,0.1,0
28.4,43.77,10,8,1997,5.2,5
-7.04,155.31,33,8,1997,4.9,5
-30.67,71.89,33,8,1997,3.9,4
-23.51,179.1,550,8,1997,5.3,5
-15.48,179.14,10,8,1997,0.6,1
-16.01,124.33,10,8,1997,3.7,4
25.03,125.77,55.3,8,1997,4.9,5
-10.73,164.69,46.5,8,1997,7,7
-0.72,121.85,33,8,1997,4.6,5
-4.37,105.7,10,8,1997,7.9,8
-5.9,81.03,33,8,1997,9.9,10
-13.59,167.39,25.9,8,1997,6.8,7
-29.93,72.01,33,8,1997,8.8,9
-16.68,173.18,33,8,1997,3.5,4
4.36,96.49,33,8,1997,3.7,4
-41.72,80.13,10,8,1997,8.5,9
13.55,89.59,139.1,8,1997,7,7
30.08,68,33,8,1997,5.4,5
-20.8,177.78,394,8,1997,7.8,8
-1.97,99.91,33,8,1997,2.6,3
-58.29,25.33,33,8,1997,6.3,6
-25.51,178.33,609.6,8,1997,6.9,7
-6.02,148.57,33,8,1997,0.6,1
-17.4,167.91,33,8,1997,1.4,1
-15.24,175.58,33,8,1997,2.4,2
-3.56,144.36,22.8,8,1997,1.6,2
5.44,126.43,33,8,1997,2.2,2
14.7,144.83,33,8,1997,9.8,10
-1.59,15.57,10,9,1997,7.9,8
0.03,16.81,10,9,1997,2.9,3
3.85,75.75,198.7,9,1997,3,3
-55.19,128.99,10,9,1997,9.9,10
-26.57,178.34,624.7,9,1997,2,2
-3.48,151.39,365.6,9,1997,8.7,9
44.62,150.01,33,9,1997,0.8,1
-6.02,154.46,421.1,9,1997,6.3,6
-21.35,174.39,10,9,1997,1.9,2
-52.91,19.72,10,9,1997,5.6,6
-59.05,16.67,10,9,1997,1.3,1
-36.23,101.03,10,9,1997,7.5,8
-63.12,164.32,10,9,1997,4.1,4
8.1,126.64,50.7,9,1997,6.6,7
2.11,126.6,33,9,1997,3.5,4
19.27,121.23,33,9,1997,1.6,2
51.19,179.5,33,9,1997,9.5,10
-60.72,24.48,33,9,1997,3.3,3
-28.68,177.62,30,9,1997,9.5,10
-28.9,177.65,74,9,1997,4.5,5
-16.38,177.58,33,9,1997,9.6,10
-11.15,163.08,33,9,1997,10,10
-7.36,30.37,10,9,1997,8,8
14.44,93.08,33,9,1997,1.6,2
-65.53,178.81,10,9,1997,6.8,7
-13.76,66.25,10,9,1997,8.7,9
-12.5,166.47,33,9,1997,5,5
-27.09,176.78,41,9,1997,8.7,9
43.05,12.88,10,9,1997,1.9,2
43.08,12.81,10,9,1997,8.3,8
0.12,16.92,10,9,1997,6.1,6
-5.39,128.99,253.8,9,1997,6.7,7
-3.78,119.73,33,9,1997,7.6,8
-22.41,68.45,106.8,9,1997,9.4,9
20.2,145.81,70,9,1997,4.3,4
31.96,141.88,10,9,1997,4.5,5
46.22,136.09,416,10,1997,1.5,2
-6.29,148.49,100,10,1997,6.6,7
41.05,125.34,6.79,10,1997,8.5,9
15.92,46.65,10,10,1997,3.6,4
16.01,46.75,10,10,1997,0.8,1
-35.29,106.71,10,10,1997,7.2,7
45.51,151.07,71.3,10,1997,1.1,1
-59.74,29.2,273.9,10,1997,1,1
5.68,125.45,223.9,10,1997,5.9,6
9.79,125.78,105.6,10,1997,2,2
-9.32,158.82,33,10,1997,6.4,6
-9.3,158.69,33,10,1997,0.3,0
43.05,12.84,10,10,1997,1.8,2
-31.85,178.32,33,10,1997,2.6,3
-52.12,15.17,10,10,1997,2.1,2
-29.25,178.36,617.3,10,1997,7.2,7
41.91,144.82,33,10,1997,2,2
41.92,144.75,33,10,1997,1.6,2
41.98,138.86,33,10,1997,1.7,2
-9.32,158.73,33,10,1997,8.3,8
25.03,122.45,143,10,1997,2,2
36.38,22.07,24,10,1997,2.9,3
-22.1,176.77,167.3,10,1997,9.6,10
42.96,12.89,10,10,1997,8.8,9
-30.93,71.22,58,10,1997,7.4,7
-16.12,73.59,56.2,10,1997,8.9,9
51.43,177.88,22,10,1997,4.3,4
-30.81,71.25,47.9,10,1997,9.8,10
-57.54,147.97,10,10,1997,1.4,1
-20.89,178.84,578.9,10,1997,9.3,9
-0.9,124.07,35.6,10,1997,6,6
-21.8,175.01,33,10,1997,3.3,3
-17.16,174.21,133.6,10,1997,5.1,5
44.72,146.21,153.8,10,1997,0.9,1
-8.67,117.02,160,10,1997,1.5,2
46.45,27.51,10,10,1997,2.2,2
7.15,127.44,33,10,1997,5.3,5
-54.12,132.97,10,10,1997,3.8,4
-55.37,129.48,10,10,1997,0.8,1
39.3,140.46,133.6,10,1997,2.2,2
-30.76,178.45,33,10,1997,9.4,9
-4.37,76.68,112,10,1997,1.9,2
-6.38,104.01,45.2,10,1997,4.8,5
-13.12,166.92,182.8,10,1997,3.1,3
-16.61,172.95,33,11,1997,5.3,5
29.08,85.38,33,11,1997,7.3,7
-20.4,178.74,600,11,1997,5.7,6
-13.19,174.89,33,11,1997,8.7,9
-30.74,71.22,45,11,1997,4.4,4
-6.74,129.02,215.6,11,1997,6.6,7
-30.77,71.34,44.9,11,1997,9,9
-19.96,175.36,151.9,11,1997,8.6,9
-21.03,179.2,621.3,11,1997,6.5,7
-43.76,78.18,10,11,1997,2.6,3
-2.13,73.84,10,11,1997,7,7
38.44,22.28,23.8,11,1997,0.2,0
27.86,142.61,10,11,1997,8,8
11.69,85.79,116.8,11,1997,1.1,1
35.07,87.33,33,11,1997,0.7,1
13.85,88.81,176.4,11,1997,8.9,9
0.05,16.89,10,11,1997,5.7,6
12.36,145.58,68.5,11,1997,3,3
31.19,140.49,86,11,1997,3.3,3
-13.19,174.86,33,11,1997,5,5
-35.6,105.04,10,11,1997,10,10
-6.34,154.82,33,11,1997,2.3,2
0.81,27.03,10,11,1997,9.3,9
38.86,25.8,17.9,11,1997,3.5,4
43.81,145.02,161,11,1997,0.9,1
-16.17,176.06,362.7,11,1997,9.9,10
-15.15,167.38,123.1,11,1997,5.2,5
-20.65,174.49,33,11,1997,0.8,1
-20.83,174.32,33,11,1997,6.2,6
37.57,20.66,33,11,1997,2.9,3
-29.06,177.65,52.1,11,1997,7.5,8
-14.5,175.88,33,11,1997,3.5,4
-3.57,149.57,33,11,1997,3.1,3
-59.06,25.51,33,11,1997,2.1,2
22.21,92.7,54.4,11,1997,1.8,2
19.38,108.45,33,11,1997,2.5,3
-21.69,170.34,33,11,1997,6.4,6
39.96,138.83,23.4,11,1997,7.2,7
-13.19,174.78,33,11,1997,7.6,8
1.24,122.54,24,11,1997,6,6
46.53,153.38,33,11,1997,6.1,6
47.14,145.6,393.5,11,1997,4.3,4
-13.74,68.79,586,11,1997,8.6,9
-21.03,178.76,581.2,11,1997,2.8,3
2.21,126.65,42.6,11,1997,5.6,6
11.22,86.37,33,11,1997,8.1,8
6.76,123.56,595.7,12,1997,1.3,1
-22.17,175.13,33,12,1997,7.9,8
13.64,90.66,80.5,12,1997,5.7,6
13.64,90.62,86.5,12,1997,2.8,3
55.22,162.62,33,12,1997,0.9,1
55.28,162.44,33,12,1997,6.7,7
54.84,162.04,33,12,1997,2.4,2
53.91,161.55,33,12,1997,2,2
54.51,162.32,33,12,1997,3.5,4
0.66,125.11,89.4,12,1997,7.6,8
53.75,161.75,33,12,1997,9.5,10
53.79,161.6,33,12,1997,0.1,0
53.73,161.57,33,12,1997,1.6,2
54.83,162.77,33,12,1997,5.3,5
54.69,161.46,33,12,1997,8.4,8
53.96,161.93,33,12,1997,1.5,2
53.97,161.91,33,12,1997,5.4,5
54.92,162.1,33,12,1997,6.8,7
